,% Change,52 Week Range,Change,Circulating Supply,Day Chart,Market Cap,Name,Price (Intraday),Sscore,Symbol,Total Volume All Currencies (24Hr),Unnamed: 0,Volume in Currency (24Hr),Volume in Currency (Since 0:00 UTC),cagr,currency,marketCap,period,price,returns,sharp_ratio,std,volitility
5120,-0.55%,,-0.000412,0,,0,DECOIN USD,0.074026,0.0,DTEP-USD,18,103,18,18,0.17841907706562243,USD,0.0,3.7643835616438355,0.07179400324821472,0.1133473734185368,0.0014556766091469331,0.3089911327371422,77.86576544975983
5121,-0.55%,,-5e-06,0,,0,Advanced Internet Blocks USD,0.000823,-0.0,AIB-USD,0,104,0,0,-0.2312139458429019,USD,0.0,5.594520547945206,0.0007999999797903001,-0.18562917655318548,-0.002138654339242523,0.34443327421568976,86.79718510235382
5122,-0.00%,,-0.0,0,,0,CCA USD,1e-06,,CCA-USD,0,105,0,0,-0.9836526812019769,USD,0.0,3.734246575342466,9.999148460337892e-07,,,,
5123,+214.10%,,0.00356,0,,0,Modden USD,0.005223,-0.0,MDDN-USD,27,106,27,27,-0.9948762396541492,USD,0.0,1.106849315068493,0.001036347122862935,-3.9227164758291666,-0.05505377163292169,0.28274784378688733,71.25245663429561
5124,0.00%,,0.0,0,,0,Inu Inu USD,3.8e-05,-0.0,TWINU23752-USD,956,107,956,956,-0.9999984150568816,USD,0.0,0.18356164383561643,3.7999998312443495e-05,-9.220412147277903,-0.28672089250969246,0.1276116880500285,32.15814538860718
5125,0.00%,,0.0,0,,0,Ai Smart Chain USD,0.000196,-0.0,AISC-USD,9915,108,9915,9915,-0.999999998835221,USD,0.0,0.2465753424657534,0.000195999993593432,-14.202260469802392,-0.24494684444772918,0.23008329253858362,57.98098971972307
5126,0.00%,,0.0,0,,0,AlgOil USD,8e-08,,AGOLP-USD,4,109,4,4,-1.0,USD,0.0,2.0027397260273974,0.0,,,,
5127,-1.40%,,-0.0,0,,0,Gorilla Diamond USD,0.0,,GDT9812-USD,23,110,23,23,,USD,0.0,1.978082191780822,0.0,,,,
5128,0.00%,,0.0,0,,0,Kling USD,0.000119,-0.0,KLING-USD,232,111,232,232,-0.5571933462592391,USD,0.0,1.2027397260273973,0.00011899999663000926,-0.562423991890206,-0.05978264131332498,0.03733259669746461,9.407814367761082
5129,0.00%,,0.0,0,,0,Relevant USD,0.015328,-0.0,REL6541-USD,46,112,46,46,-0.8554199458305931,USD,0.0,2.728767123287671,0.01532800029963255,-1.3352008849839987,-0.05221761087208815,0.10146799368574946,25.569934408808866
5130,0.00%,,0.0,0,,0,Kally USD,0.002442,-0.0,KALLY-USD,1028,113,1028,1028,-0.8166616556624597,USD,0.0,1.9561643835616438,0.0024419999681413174,-1.1712283100708354,-0.055216395312340995,0.08417303163090044,21.21160397098691
5131,0.00%,,0.0,0,,0,Euphoria USD,0.060199,-0.0,WAGMI-USD,0,114,0,0,-0.9978206293255871,USD,0.0,1.4876712328767123,0.06019899994134903,-4.2313348481658934,-0.06942041412372792,0.2418742601033611,60.952313546047
5132,0.00%,,0.0,0,,0,Carb0n.fi USD,0.001426,-0.0,ZRO-USD,37,115,37,37,-0.39047041609303057,USD,0.0,0.7232876712328767,0.0014260000316426158,-0.34180022985706476,-0.02854898592223377,0.047509572570285194,11.972412287711869
5133,0.00%,,0.0,0,,0,"Vector Space Biosciences, Inc. USD",0.99676,0.0,SBIO-USD,1738,116,1738,1738,0.011295778168076476,USD,0.0,0.024657534246575342,0.9967600107192993,0.007755011587025974,0.04071393090960006,0.0007558556694611639,0.19047562870421328
5134,0.00%,,0.0,0,,0,LUSD Chicken Bonds USD,1.1651,-0.0,BLUSD-USD,25076,117,25076,25076,-0.09498929927038124,USD,0.0,0.7726027397260274,1.1586246490478516,-0.0738870988069301,-0.0022039664588706237,0.13303413573436096,33.52460220505896
5135,0.00%,,0.0,0,,0,Voltage USD,0.007835,-0.0,VOLT12038-USD,48,118,48,48,-0.9613816277115741,USD,0.0,1.63013698630137,0.007834999822080135,-2.246616004742235,-0.10254050522026353,0.08694264629193074,21.909546865566547
5136,0.00%,,0.0,0,,0,GridZone.io USD,0.00021,-0.0,ZONE-USD,71,119,71,71,-0.9915243671974124,USD,0.0,1.6794520547945206,0.0002099999983329326,-3.2936468775502252,-0.0580344276593661,0.22521161694883396,56.75332747110616
5137,+1.08%,,0.0143,0,,0,Arbitrum (IOU) USD,1.3334,-0.0,ARB23979-USD,8.922M,120,8.922M,8.922M,-0.9999998715653717,USD,0.0,0.12876712328767123,1.3333699703216553,-10.955334628846723,-0.1684215066632556,0.2581235079519433,65.0471240038897
5138,+2.23%,,16.13,0,,0,Liquid Finance USD,738.76,-0.0,LIQD-USD,2820,121,2820,2820,-0.9485743589062752,USD,0.0,1.0136986301369864,534.6769409179688,-2.048876249287207,-0.06192061406138757,0.13130459750665255,33.08875857167644
5139,-0.42%,,-1.9e-05,0,,0,Arenum USD,0.004573,-0.0,ARNM-USD,95109,122,95109,95109,-0.9942725083845388,USD,0.0,1.3808219178082193,0.0005000000237487257,-3.564231115347313,-0.15192384088095962,0.09309779284960047,23.46064379809932
5140,-24.30%,,-0.003252,0,,0,NDB USD,0.010132,-0.0,NDB-USD,21073,123,21073,21073,-0.8673763082397721,USD,0.0,1.1095890410958904,0.0025904725771397352,-1.4410514963323005,-0.01775594319526258,0.32205883156377174,81.15882555407048
5141,-1.15%,,-7.3e-05,0,,0,Meta FPS USD,0.006251,-0.0,MFPS-USD,6149,124,6149,6149,-0.9670440847887054,USD,0.0,0.3698630136986301,0.001882741111330688,-2.356085746180637,-0.1918289201630384,0.048738983693812174,12.282223890840667
5142,-0.02%,,-0.0,0,,0,All In AI USD,0.000142,-0.0,AIAI-USD,30,125,30,30,-0.9781848028695816,USD,0.0,0.5315068493150685,0.00010042329813586548,-2.640924399639236,-0.008193582549263967,1.2790325435445253,322.31620097322036
5143,-3.34%,,-0.002916,0,,0,00 Token USD,0.084447,-0.0,00-USD,314789,126,314789,314789,-0.9619887302420294,USD,0.0,0.8958904109589041,0.07955896854400635,-2.2575558708025363,-0.11713784765955149,0.07647874040595556,19.2726425823008
5144,0.00%,,0.0,0,,0,USD Velero Stablecoin USD,2.1e-07,,USDV-USD,0,127,0,0,-0.9999789290255624,USD,0.0,1.4273972602739726,2.0823473789732816e-07,,,,
5145,-22.82%,,-0.00147,0,,0,Wrapped KardiaChain USD,0.004973,-0.0,WKAI-USD,5218,128,5218,5218,-0.45783034448481985,USD,0.0,1.0301369863013699,0.005148007068783045,-0.42265323249199616,-0.02336875800896997,0.07177083892896441,18.08625141009903
5146,-0.23%,,-0.0025,0,,0,Angle Protocol USD,1.0926,-0.0,AGEUR-USD,1.86M,129,1.86M,1.86M,-0.01817281053928743,USD,0.0,1.7780821917808218,1.0778412818908691,-0.012701253307030516,-0.002324026284320565,0.021687275732407554,5.465193484566703
5147,-0.20%,,-0.006,0,,0,XT.com Token USD,2.9766,-0.0,XT-USD,14.578M,130,14.578M,14.578M,-0.3589176812570051,USD,0.0,2.7835616438356166,1.9101247787475586,-0.3069549227358864,-0.017099956046187876,0.0712326445127512,17.950626417213304
5148,-0.78%,,-0.0,0,,0,Cats Coin USD,0.0,,CTS23560-USD,53,131,53,53,inf,USD,0.0,0.536986301369863,1.1947547118307256e-11,inf,,,
5149,+0.01%,,0.0,0,,0,MintySwap USD,0.001001,-0.0,MINTYS-USD,1,132,1,1,-0.9056407139086077,USD,0.0,1.6794520547945206,0.0007800000021234155,-1.6298155856099046,-0.025835257938361698,0.2503370463940797,63.08493569130809
5150,-17.13%,,-0.000141,0,,0,IDEAS USD,0.00068,-0.0,IDEAS-USD,250,133,250,250,-0.9885550306351024,USD,0.0,0.4657534246575342,0.00012118793529225513,-3.1798021137192256,-0.16454899039362073,0.07668392450080849,19.32434897420374
5151,-0.09%,,-0.0,0,,0,Luzion Protocol USD,3.7e-05,-0.0,LZN-USD,26,134,26,26,-0.9998455091117393,USD,0.0,1.3726027397260274,1.8420878404867835e-05,-6.058615371600426,-0.18249103157305666,0.13174414262025305,33.19952394030377
5152,0.00%,,0.0,0,,0,LCG USD,0.0042,-0.0,LCG-USD,0,135,0,0,-0.5920019773432664,USD,0.0,2.873972602739726,0.004200219642370939,-0.6189485579640062,-0.016791836211152697,0.14627018989468415,36.860087853460406
5153,-47.62%,,-0.000433,0,,0,Y5 Crypto USD,0.000476,-0.0,Y5-USD,29212,136,29212,29212,-0.9999992313831213,USD,0.0,0.5726027397260274,9.999999974752427e-07,-9.720070263210335,-0.21600319411831323,0.17857007879505987,44.99965985635509
5154,-0.09%,,-6e-06,0,,0,AtomPad USD,0.006471,-0.0,ATPAD-USD,304,137,304,304,-0.8586703731040318,USD,0.0,1.7561643835616438,0.004854999948292971,-1.3508997399008789,-0.09707285659008276,0.055223606699986424,13.916348888396579
5155,-0.01%,,-0.0003,0,,0,EscoinToken USD,2.8107,0.0,ELG-USD,506566,138,506566,506566,0.2496459469486887,USD,0.0,2.241095890410959,2.7593679428100586,0.15386517185100354,0.03384972347631618,0.018037845396315533,4.5455370398715145
5156,-1.73%,,-0.006828,0,,0,CryptoCart V2 USD,0.388742,-0.0,CCV2-USD,26,139,26,26,-0.753295767812594,USD,0.0,1.7315068493150685,0.7709318995475769,-0.9662750830129455,-0.0579933579708335,0.06611834642373174,16.661823298780398
5157,+4.60%,,0.000256,0,,0,Dragon Arena USD,0.005827,,DRA24676-USD,48816,140,48816,48816,,USD,0.0,0.0,0.002001125831156969,,,,
5158,-0.12%,,-2.2e-05,0,,0,Kaddex USD,0.018092,-0.0,KDX21839-USD,,141,,,-0.8686961500511147,USD,0.0,0.9616438356164384,0.009470207616686821,-1.4017007573563074,-0.1220709905317835,0.04556614612900604,11.48266882450952
5159,-0.30%,,-2e-06,0,,0,KingDeFi USD,0.000743,-0.0,KRW-USD,9.921M,142,9.921M,9.921M,-0.8242068405595513,USD,0.0,2.115068493150685,3.1094197765924037e-05,-1.200243002167805,-0.009426748602250123,0.5052504587938808,127.32311561605795
5160,+1.11%,,0.0365,0,,0,Meta Utopia USD,3.3235,-0.0,LAND19036-USD,15019,143,15019,15019,-0.9738713199414541,USD,0.0,1.4438356164383561,0.22716808319091797,-2.516355814283248,-0.0829612251606308,0.12036392816323878,30.33170989713617
5161,0.00%,,0.0,0,,0,FTDex USD,0.000281,-0.0,FTD23696-USD,6,144,6,6,-0.9820566940466385,USD,0.0,0.2547945205479452,0.0002749999985098839,-2.775823607040981,-0.21936250556900952,0.050214474963444194,12.654047690787937
5162,-1.67%,,-3.3e-05,0,,0,The World State USD,0.001932,0.0,WC-USD,50960,145,50960,50960,5394.765295120928,USD,0.0,0.4301369863013699,0.08168603479862213,5.9329566288069975,0.10693638009759542,0.22016341552103327,55.48118071130038
5163,-3.13%,,-5e-06,0,,0,BigTycoon USD,0.000144,-0.0,BTYC-USD,30488,146,30488,30488,-0.899858794146756,USD,0.0,0.39452054794520547,6.696213677059859e-05,-1.5887557689880625,-0.05934837541415638,0.10623014262610177,26.769995941777644
5164,-2.15%,,-2.3e-05,0,,0,Cindrum USD,0.001056,-0.0,CIND-USD,354933,147,354933,354933,-0.9389011378725518,USD,0.0,1.7972602739726027,0.0007043301593512297,-1.929879542729767,-0.08373491835715087,0.09145828650629531,23.047488199586418
5165,+0.01%,,2.8e-05,0,,0,Ecosystem Coin Network USD,0.200132,-0.0,ECN-USD,2,148,2,2,-0.9624355180547742,USD,0.0,1.915068493150685,0.07698199898004532,-2.2657190921774286,-0.05470084669513679,0.16436580641230192,41.42018321590008
5166,-0.68%,,-0.0,0,,0,Articoin solana USD,2.3e-05,-0.0,ATC-USD,0,149,0,0,-0.9966386172742119,USD,0.0,1.178082191780822,1.4000000192027073e-05,-3.9321685527679953,-0.11057264245224156,0.14111848208841224,35.561857486279884
5167,-2.61%,,-0.0367,0,,0,ZilSwap USD,1.3704,-0.0,ZWAP-USD,10425,150,10425,10425,-0.9379809933114465,USD,0.0,2.421917808219178,0.9250878691673279,-1.9195595181338352,-0.09921435599644278,0.07677618423897623,19.34759842822201
5168,+7.59%,,2e-08,0,,0,Ulti Arena USD,2.5e-07,,ULTI-USD,21,151,21,21,-0.9951773971191823,USD,0.0,1.9726027397260273,1.199982193611504e-07,,,,
5169,-1.12%,,-2.3e-05,0,,0,Taxa Token USD,0.002017,-0.0,TXT-USD,21843,152,21843,21843,-0.6957828276077913,USD,0.0,1.926027397260274,0.0014348096447065473,-0.8215983269553713,-0.06427685376272851,0.05072293726893634,12.782180191771959
5170,-12.78%,,-2.2e-05,0,,0,DELOT.IO USD,0.000153,-0.0,DELOT-USD,1184,153,1184,1184,-0.9242288877928221,USD,0.0,1.3068493150684932,0.0001237271208083257,-1.7812866231058244,-0.05434264328163881,0.13007460226222972,32.77879977008189
5171,-2.39%,,-0.002738,0,,0,Dotlab USD,0.111876,-0.0,DTL-USD,174,154,174,174,-0.9992935540961797,USD,0.0,0.4520547945205479,0.028371000662446022,-5.0091137256520275,-0.15009294618445856,0.1324341744536446,33.37341196231844
5172,-3.15%,,-7.1e-05,0,,0,ADADOWN USD,0.002175,-0.0,ADADOWN-USD,1.55M,155,1.55M,1.55M,-0.9460855911001844,USD,0.0,2.947945205479452,0.001914000022225082,-2.0162468290051283,-0.025523146799555002,0.31347935045057135,78.99679631354398
5173,-25.15%,,-2.3e-05,0,,0,POGAI USD,6.8e-05,0.0,POGAI-USD,12.716M,156,12.716M,12.716M,4.046548287376144,USD,0.0,0.33972602739726027,9.012158989207819e-05,1.1175713275043835,0.02220646047403318,0.19970795707681127,50.32640518335644
5174,-4.01%,,-2e-08,0,,0,ZOOM Protocol USD,4.7e-07,,ZOOM21981-USD,11,157,11,11,-0.982039007769362,USD,0.0,0.9287671232876712,2.8698596565845946e-07,,,,
5175,-3.05%,,-0.001736,0,,0,Auto Core USD,0.055204,-0.0,ACORE-USD,,158,,,-0.9986200806752169,USD,0.0,0.3780821917808219,0.017774511128664017,-4.546860331341497,-0.22305111515978737,0.08089220508947868,20.38483568254863
5176,-3.74%,,-3.1e-05,0,,0,Evanesco Network USD,0.00081,-0.0,EVA-USD,49992,159,49992,49992,-0.8490807148265233,USD,0.0,2.1835616438356165,0.0005710487021133304,-1.3055741104931295,-0.046526957791010314,0.111351566721498,28.060594813817495
5177,+8.89%,,0.000334,0,,0,Midway AI USD,0.004093,-0.0,MIDAI-USD,23265,160,23265,23265,-0.9997857112902064,USD,0.0,0.3780821917808219,0.0003498790320008993,-5.8327204326836615,-0.21885773115457105,0.10575690372283895,26.650739738155416
5178,0.00%,,0.0,0,,0,Premio USD,0.007266,-0.0,PREMIO-USD,0,161,0,0,-0.7539352609364843,USD,0.0,1.819178082191781,0.00217662425711751,-0.9680670518035837,-0.0349269240367681,0.10998781100252195,27.71692837263553
5179,-4.32%,,-3.3e-05,0,,0,Dogira USD,0.00073,-0.0,DOGIRA-USD,3604,162,3604,3604,-0.7966007996503814,USD,0.0,1.9013698630136986,0.00029843460652045906,-1.09953794836134,-0.06193687833264886,0.07044665382386105,17.752556763612983
5180,0.00%,,0.0,0,,0,France Fan Token USD,0.000458,-0.0,FRA22287-USD,4,163,4,4,-0.9651415485851809,USD,0.0,0.873972602739726,0.0003877094422932714,-2.3173365343580015,-0.05041696223736629,0.18239456504641666,45.963430391696996
5181,-1.03%,,-7e-06,0,,0,YoloCash USD,0.000637,-0.0,YLC-USD,43023,164,43023,43023,-0.07484713561996803,USD,0.0,5.06027397260274,0.0008148881024681032,-0.053711415551295424,-0.0011470374879122397,0.18581828418695365,46.82620761511232
5182,+0.30%,,2.1e-05,0,,0,Fantom Maker USD,0.006914,-0.0,FAME18567-USD,16680,165,16680,16680,-0.891158038476646,USD,0.0,1.4958904109589042,0.002069969428703189,-1.5312337054062588,-0.04992797054795928,0.12170180684524086,30.668855325000695
5183,+0.42%,,0.0042,0,,0,USN USD,1.0008,0.0,USN-USD,3,166,3,3,4.096865807579064e-05,USD,0.0,1.3342465753424657,1.0032308101654053,2.9245467845005235e-05,9.456454867643165e-07,0.1227240498196444,30.92646055455039
5184,-2.27%,,-0.000477,0,,0,Arbitrove Protocol USD,0.020519,-0.0,TROVE23580-USD,374559,167,374559,374559,-0.8945129566312704,USD,0.0,0.5315068493150685,0.015825238078832626,-1.5528496455075538,-0.11140281401832512,0.055313699408647686,13.939052250979216
5185,-2.77%,,-0.000186,0,,0,PathDAO USD,0.006522,-0.0,PATH15588-USD,59534,168,59534,59534,-0.914331145122824,USD,0.0,1.736986301369863,0.0048085968010127544,-1.6965233337575722,-0.1136671734638624,0.059227613797921005,14.925358677076094
5186,-9.34%,,-2.3e-07,0,,0,FRZSwap USD,2.21e-06,-0.0,FRZW-USD,149,169,149,149,-0.9973504584390888,USD,0.0,0.8986301369863013,1.4939705579308793e-06,-4.096462739062132,-0.11101643920749944,0.14642700338914946,36.899604854065664
5187,-0.90%,,-6e-06,0,,0,Rowan Token USD,0.000621,0.0,RWN-USD,5512,170,5512,5512,0.09940780180071673,USD,0.0,3.1205479452054794,0.008199132047593594,0.06543140151973342,0.0016114299712715607,0.16112919789137056,40.604557868625385
5188,-6.85%,,-1.22,0,,0,iShares MSCI Emerging Markets ETF Defichain USD,16.63,-0.0,DEEM-USD,16551,171,16551,16551,-0.6471655141877897,USD,0.0,1.4465753424657535,10.862146377563477,-0.7192399043915049,-0.08182863669711281,0.034879312670119275,8.789586792870058
5189,+2.23%,,0.002518,0,,0,TrueCNH USD,0.115276,-0.0,TCNH-USD,71167,172,71167,71167,-0.17803479018941315,USD,0.0,0.5095890410958904,0.1305980682373047,-0.1353600454262084,-0.01655270737970665,0.03245046414969659,8.17751696572354
5190,-10.66%,,-0.0,0,,0,AiShiba USD,0.0,,SHIBAI24573-USD,2.669M,173,2.669M,2.669M,inf,USD,0.0,0.3726027397260274,5.335055314192871e-12,inf,,,
5191,-0.89%,,-6e-06,0,,0,Onyx USD,0.000713,,ONYX25166-USD,10357,174,10357,10357,,USD,0.0,0.0,0.0007120472146198153,,,,
5192,+2.20%,,0.0,0,,0,YoungParrot USD,3e-08,,YPC-USD,4125,175,4125,4125,inf,USD,0.0,0.4191780821917808,8.392232686560419e-09,inf,,,
5193,0.00%,,0.0,0,,0,NEXUSPAD PROTOCOL USD,0.002798,-0.0,NEXUS22829-USD,4,176,4,4,-0.9854064714869109,USD,0.0,0.7561643835616438,0.0027984443586319685,-2.918489395801317,-0.15230914112566485,0.07603816186344572,19.161616789588322
5194,+0.08%,,0.0,0,,0,ETXInfinity USD,2.1e-05,-0.0,ETX-USD,4253,177,4253,4253,-0.9999881289124272,USD,0.0,0.46301369863013697,1.4999999621068127e-05,-7.830230114873898,-0.1689405097267163,0.1839247541987041,46.34903805807343
5195,+0.40%,,2.7e-05,0,,0,Gearbox Protocol USD,0.006855,-0.0,GEAR16360-USD,410153,178,410153,410153,-0.9012322704131763,USD,0.0,0.6958904109589041,0.0042085242457687855,-1.598290565757633,-0.09669307567481937,0.06559335128939629,16.529524524927865
5196,-15.20%,,-0.001281,0,,0,SpillWays USD,0.007147,0.0,SPILLWAYS-USD,26046,179,26046,26046,3.0433738072347074,USD,0.0,0.7561643835616438,0.014805963262915611,0.9645589587844056,0.02433369249696345,0.1572969213895003,39.638824190154075
5197,+10.48%,,0.000451,0,,0,LUXWORLD USD,0.004753,-0.0,LUX23462-USD,91027,180,91027,91027,-0.9401642526879634,USD,0.0,0.4794520547945205,0.0017000000225380063,-1.9667796956688801,-0.08699878612180087,0.08971023252086048,22.60697859525684
5198,+63.25%,,0.000422,0,,0,Cross-Chain Bridge Token USD,0.001088,-0.0,BRIDGE-USD,12469,181,12469,12469,-0.9663558105159011,USD,0.0,1.8082191780821917,0.000673706061206758,-2.3418152275125372,-0.08238141442004672,0.11280356904424373,28.426499399149417
5199,+0.81%,,5.3e-05,0,,0,Solar USD,0.006619,-0.0,SOLAR14195-USD,10942,182,10942,10942,-0.6037976410489257,USD,0.0,1.726027397260274,0.005676915869116783,-0.639203309809354,-0.04458816700627928,0.056887762852301724,14.335716238780034
5200,-8.13%,,-0.0,0,,0,Good Gensler USD,1e-08,,GENSLR-USD,669522,183,669522,669522,inf,USD,0.0,0.3698630136986301,7.122876732879035e-10,inf,,,
5201,+6.35%,,0.003691,0,,0,OVO USD,0.061796,-0.0,OVO23970-USD,41880,184,41880,41880,-0.983491969965494,USD,0.0,0.4465753424657534,0.02932135947048664,-2.8333832975918605,-0.08540855383097523,0.13164471250156784,33.17446755039509
5202,+1.96%,,0.004281,0,,0,Wrapped Evmos USD,0.222907,-0.0,WEVMOS-USD,41444,185,41444,41444,-0.9640623701527818,USD,0.0,0.7616438356164383,0.05484260991215706,-2.296286376759891,-0.17547129037471415,0.05193013345582635,13.08639363086824
5203,-31.08%,,-0.0,0,,0,Hayya Qatar USD,0.0,,HQR-USD,13,186,13,13,inf,USD,0.0,0.8684931506849315,4.999926254273257e-12,inf,,,
5204,-12.65%,,-0.000157,0,,0,Sonic Suite USD,0.001083,-0.0,SONIC23820-USD,11141,187,11141,11141,-0.8859795755595048,USD,0.0,0.4904109589041096,0.0002309982810402289,-1.499142949558546,-0.053332850269846556,0.11154438452971838,28.10918490148903
5205,-0.28%,,-3e-06,0,,0,Gunstar Metaverse Currency USD,0.00108,-0.0,GSC17702-USD,53,188,53,53,-0.8965035528830114,USD,0.0,1.5945205479452054,0.0008564217714592814,-1.566002560405415,-0.34173302558148727,0.018184651202647215,4.5825321030670985
5206,-4.77%,,-5.9e-05,0,,0,Starfish OS USD,0.001175,-0.0,IGT21434-USD,27,189,27,27,-0.9991759082401459,USD,0.0,1.0438356164383562,0.0003825802996288985,-4.902766099048041,-0.1339531763385043,0.14524046058306148,36.600596066931494
5207,+2.91%,,0.000431,0,,0,Aptopad USD,0.015243,-0.0,APD24733-USD,120780,190,120780,120780,-0.999768690305396,USD,0.0,0.3561643835616438,0.0010968113783746958,-5.779950068947766,-0.1611107481617491,0.14236362290605578,35.87563297232606
5208,+0.40%,,2e-06,0,,0,OneBit USD,0.000481,-0.0,1BIT-USD,5,191,5,5,-0.8669380343828247,USD,0.0,1.8082191780821917,0.00025543433730490506,-1.3925177227288819,-0.07264932487795933,0.07606215182819029,19.167662260703953
5209,+0.99%,,0.000119,0,,0,Stargaze USD,0.012081,-0.0,STARS16842-USD,3139,192,3139,3139,-0.8700579071522065,USD,0.0,1.6383561643835616,0.01059576217085123,-1.408898423517664,-0.08996799201391521,0.062142842524772576,15.659996316242689
5210,-0.11%,,-3e-06,0,,0,Alcazar USD,0.002635,-0.0,LEO22431-USD,196202,193,196202,196202,-0.6569036593543771,USD,0.0,0.34794520547945207,0.0010765427723526955,-0.7385629771881284,-0.006028637386610776,0.486147246397899,122.50910609227056
5211,-1.51%,,-6.2e-05,0,,0,Zeni USD,0.004031,-0.0,ZENI23553-USD,20742,194,20742,20742,-0.7891615000528148,USD,0.0,0.536986301369863,0.001513283234089613,-1.0747370852081144,-0.03087579540472885,0.13812857765450842,34.80840156893612
5212,+2.38%,,0.0,0,,0,WAGMI on Solana USD,1.8e-07,,WAGMI15768-USD,0,195,0,0,-1.0,USD,0.0,1.4273972602739726,0.0,,,,
5213,+0.63%,,0.000819,0,,0,hiFIDENZA USD,0.130386,-371.6826663128028,HIFIDENZA-USD,144204,196,144204,144204,-0.039755191342517926,USD,347694.0,0.7972602739726027,0.11589828878641129,-0.028007913805074534,-0.0010689936159749744,0.10396929732656515,26.200262926294418
5214,-1.80%,,-0.0,0,,0,AstroElon USD,1e-08,,ELONONE-USD,736,197,736,736,inf,USD,0.0,2.26027397260274,1.3354308769919498e-09,inf,,,
5215,+2.95%,,0.000312,0,,0,Changex USD,0.010877,-0.0,CHANGE-USD,72523,198,72523,72523,-0.8957016461016796,USD,0.0,1.1205479452054794,0.005520918406546116,-1.5606737651167362,-0.1374561094919149,0.045055471775437006,11.353978887410126
5216,-1.22%,,-0.002426,0,,0,Wrapped Klaytn USD,0.197166,-0.0,WKLAY-USD,232986,199,232986,232986,-0.7935574220968327,USD,0.0,0.5287671232876713,0.13335540890693665,-1.0892841384832612,-0.10815255521089863,0.039967212024378675,10.071737430143425
5217,-6.14%,,-0.000131,0,,0,GMCash Finance USD,0.002,-0.0,GSHARE24344-USD,0,200,0,0,-1.0,USD,0.0,0.2410958904109589,0.0008379999781027436,-25.98931700706324,-0.3443717930566853,0.299479261730687,75.46877395613312
5218,-10.87%,,-0.000431,0,,0,Medicalveda USD,0.003533,-0.0,MVEDA-USD,6123,201,6123,6123,-0.7979115063977005,USD,0.0,2.8109589041095893,0.0009222287335433066,-1.1040013610246402,-0.025610859676988628,0.17105859924647918,43.106767010112755
5219,-12.47%,,-0.004712,0,,0,CUBE USD,0.033074,-0.0,ITAMCUBE-USD,8862,202,8862,8862,-0.732037124435321,USD,0.0,1.6493150684931508,0.018878234550356865,-0.9092069087230419,-0.026348010337018814,0.13693496690469126,34.507611659982196
5220,+0.18%,,1.8e-05,0,,0,Swaprum USD,0.010336,-0.0,SAPR-USD,110,203,110,110,-1.0,USD,0.0,0.07945205479452055,0.00014000000373926014,-69.69281324999665,-0.11209443663278912,2.467194546363283,621.7330256835473
5221,-8.67%,,-9e-05,0,,0,hiMFERS USD,0.000947,-9756.595533056454,HIMFERS-USD,134758,204,134758,134758,-0.8870127498762095,USD,140941.0,0.6301369863013698,0.0006539903115481138,-1.5054274929984728,-0.06922467935559173,0.08629752681587914,21.746976757601544
5222,-0.81%,,-0.001279,0,,0,xx network USD,0.155803,-0.0,XX-USD,4472,205,4472,4472,-0.6318711928013453,USD,0.0,1.084931506849315,0.10806839913129807,-0.6899431243521607,-0.040744065088373305,0.06719676927526995,16.933585857368026
5223,-0.54%,,-7e-06,0,,0,Altbet USD,0.001206,-0.0,ABET-USD,0,206,0,0,-0.6136213510435017,USD,0.0,3.4876712328767123,0.001295433845371008,-0.6565376260069703,-0.01113110729483821,0.23405650225996386,58.98223856951089
5224,+0.53%,,0.0,0,,0,Gambler Shiba USD,6e-08,,GSHIBA-USD,20,207,20,20,-1.0,USD,0.0,1.356164383561644,0.0,,,,
5225,+0.01%,,0.0,0,,0,Rank Token USD,0.002302,0.0,RANK-USD,0,208,0,0,0.2728208894477866,USD,0.0,2.7315068493150685,0.0022999560460448265,0.16655170889542376,0.004260973653948149,0.15510996627058418,39.08771150018721
5226,+3.35%,,0.004885,0,,0,Darüşşafaka Spor Kulübü Token USD,0.150816,-0.0,DSK-USD,6000,209,6000,6000,-0.8411668301822022,USD,0.0,1.2246575342465753,0.13932323455810547,-1.2702877267311734,-0.0488220025710646,0.10324902803992811,26.018755066061882
5227,-12.65%,,-0.000118,0,,0,Tail USD,0.000816,-0.0,TAIL-USD,17992,210,17992,17992,-0.8488143047935125,USD,0.0,0.7808219178082192,0.0003689591831061989,-1.3043564380548953,-0.07841463332814577,0.06600831237287817,16.6340947179653
5228,-0.87%,,-0.000155,0,,0,Cosmic Champs USD,0.017631,-0.0,COSG-USD,624,211,624,624,-0.8340974282725258,USD,0.0,0.9780821917808219,0.01765199936926365,-1.2402228882706994,-0.004602234073806295,1.069376159268066,269.48279213555264
5229,+4.35%,,0.0635,0,,0,BattleFly USD,1.5218,-0.0,GFLY-USD,6351,212,6351,6351,-0.9121160906451897,USD,0.0,0.7780821917808219,0.6013914346694946,-1.6788989422503917,-0.07422103639925368,0.08976292589131103,22.62025732461038
5230,+0.01%,,0.0,0,,0,Zenc Coin USD,0.003502,-0.0,ZENC-USD,6090,213,6090,6090,-0.6429913146207342,USD,0.0,1.378082191780822,0.003386208089068532,-0.800208805150733,-0.011346440829271574,0.27986148381254294,70.52509392076082
